X,CH1,
1014,-1.52e-01,
1015,-9.60e-02,
1016,-1.28e-01,
1017,-7.20e-02,
1018,-1.04e-01,
1019,-6.40e-02,
1020,-8.80e-02,
1021,-4.00e-02,
1022,-7.20e-02,
1023,-8.00e-03,
1024,-4.00e-02,
1025,8.00e-03,
1026,-1.60e-02,
1027,2.40e-02,
1028,0.00e+00,
1029,6.40e-02,
1030,3.20e-02,
1031,9.60e-02,
1032,6.40e-02,
1033,1.20e-01,
1034,8.80e-02,
1035,1.28e-01,
1036,8.80e-02,
1037,1.36e-01,
1038,8.80e-02,
1039,1.28e-01,
1040,9.60e-02,
1041,1.44e-01,
1042,1.20e-01,
1043,1.60e-01,
1044,1.52e-01,
1045,1.12e-01,
1046,1.12e-01,
1047,1.60e-01,
1048,1.60e-01,
1049,1.20e-01,
1050,1.20e-01,
1051,1.60e-01,
1052,1.20e-01,
1053,1.68e-01,
1054,1.36e-01,
1055,1.84e-01,
1056,1.84e-01,
1057,1.36e-01,
1058,1.76e-01,
1059,1.36e-01,
1060,1.36e-01,
1061,1.84e-01,
1062,1.76e-01,
1063,1.36e-01,
1064,1.84e-01,
1065,1.36e-01,
1066,1.76e-01,
1067,1.36e-01,
1068,1.84e-01,
1069,1.36e-01,
1070,1.44e-01,
1071,1.76e-01,
1072,1.36e-01,
1073,1.76e-01,
1074,1.36e-01,
1075,1.76e-01,
1076,1.68e-01,
1077,1.36e-01,
1078,1.36e-01,
1079,1.76e-01,
1080,1.36e-01,
1081,1.76e-01,
1082,1.36e-01,
1083,1.84e-01,
1084,1.76e-01,
1085,1.28e-01,
1086,1.68e-01,
1087,1.20e-01,
1088,1.60e-01,
1089,1.20e-01,
1090,1.12e-01,
1091,1.60e-01,
1092,1.04e-01,
1093,1.52e-01,
1094,1.36e-01,
1095,9.60e-02,
1096,1.28e-01,
1097,8.00e-02,
1098,1.12e-01,
1099,6.40e-02,
1100,1.04e-01,
1101,5.60e-02,
1102,8.80e-02,
1103,4.80e-02,
1104,8.00e-02,
1105,3.20e-02,
1106,5.60e-02,
1107,1.60e-02,
1108,4.80e-02,
1109,0.00e+00,
1110,3.20e-02,
1111,-8.00e-03,
1112,2.40e-02,
1113,-2.40e-02,
1114,8.00e-03,
1115,-4.00e-02,
1116,-8.00e-03,
1117,-4.80e-02,
1118,-2.40e-02,
1119,-6.40e-02,
1120,-4.00e-02,
1121,-8.80e-02,
1122,-8.80e-02,
1123,-4.80e-02,
1124,-9.60e-02,
1125,-5.60e-02,
1126,-6.40e-02,
1127,-1.04e-01,
1128,-7.20e-02,
1129,-1.12e-01,
1130,-7.20e-02,
1131,-1.20e-01,
1132,-8.00e-02,
1133,-1.20e-01,
1134,-1.20e-01,
1135,-8.00e-02,
1136,-1.12e-01,
1137,-6.40e-02,
1138,-5.60e-02,
1139,-1.04e-01,
1140,-6.40e-02,
1141,-1.12e-01,
1142,-7.20e-02,
1143,-1.20e-01,
1144,-1.20e-01,
1145,-8.00e-02,
1146,-1.20e-01,
1147,-8.00e-02,
1148,-8.00e-02,
1149,-1.20e-01,
1150,-9.60e-02,
1151,-1.52e-01,
1152,-1.28e-01,
1153,-1.84e-01,
1154,-1.52e-01,
1155,-2.08e-01,
1156,-1.76e-01,
1157,-2.40e-01,
1158,-2.08e-01,
1159,-2.72e-01,
1160,-2.40e-01,
1161,-2.96e-01,
1162,-2.72e-01,
1163,-3.28e-01,
1164,-2.96e-01,
1165,-3.44e-01,
1166,-3.20e-01,
1167,-3.76e-01,
1168,-3.44e-01,
1169,-4.00e-01,
1170,-3.68e-01,
1171,-4.16e-01,
1172,-3.84e-01,
1173,-4.24e-01,
1174,-3.84e-01,
1175,-4.32e-01,
1176,-4.32e-01,
1177,-3.92e-01,
1178,-3.84e-01,
1179,-4.32e-01,
1180,-4.24e-01,
1181,-3.84e-01,
1182,-4.24e-01,
1183,-3.76e-01,
1184,-4.16e-01,
1185,-3.76e-01,
1186,-3.84e-01,
1187,-4.40e-01,
1188,-4.00e-01,
1189,-4.48e-01,
1190,-4.16e-01,
1191,-4.56e-01,
1192,-4.48e-01,
1193,-4.00e-01,
1194,-4.32e-01,
1195,-3.68e-01,
1196,-4.08e-01,
1197,-3.52e-01,
1198,-3.92e-01,
1199,-3.28e-01,
